Year,Month,Day,Hour,Minute,Second,"Temp, °C (S/N: 20343782)"
2023,11,18,6,10,0,10.247
2023,11,18,6,20,0,10.247
2023,11,18,6,30,0,10.271
2023,11,18,6,40,0,10.247
2023,11,18,6,50,0,10.247
2023,11,18,7,0,0,10.247
2023,11,18,7,10,0,10.271
2023,11,18,7,20,0,10.271
2023,11,18,7,30,0,10.271
2023,11,18,7,40,0,10.247
2023,11,18,7,50,0,10.222
2023,11,18,8,0,0,10.247
2023,11,18,8,10,0,10.247
2023,11,18,8,20,0,10.222
2023,11,18,8,30,0,10.247
2023,11,18,8,40,0,10.247
2023,11,18,8,50,0,10.222
2023,11,18,9,0,0,10.222
2023,11,18,9,10,0,10.247
2023,11,18,9,20,0,10.247
2023,11,18,9,30,0,10.222
2023,11,18,9,40,0,10.222
2023,11,18,9,50,0,10.222
2023,11,18,10,0,0,10.222
2023,11,18,10,10,0,10.198
2023,11,18,10,20,0,10.198
2023,11,18,10,30,0,10.222
2023,11,18,10,40,0,10.198
2023,11,18,10,50,0,10.222
2023,11,18,11,0,0,10.222
2023,11,18,11,10,0,10.247
2023,11,18,11,20,0,10.222
2023,11,18,11,30,0,10.198
2023,11,18,11,40,0,10.198
2023,11,18,11,50,0,10.198
2023,11,18,12,0,0,10.198
2023,11,18,12,10,0,10.198
2023,11,18,12,20,0,10.222
2023,11,18,12,30,0,10.198
2023,11,18,12,40,0,10.198
2023,11,18,12,50,0,10.198
2023,11,18,13,0,0,10.222
2023,11,18,13,10,0,10.222
2023,11,18,13,20,0,10.198
2023,11,18,13,30,0,10.198
2023,11,18,13,40,0,10.173
2023,11,18,13,50,0,10.198
2023,11,18,14,0,0,10.198
2023,11,18,14,10,0,10.198
2023,11,18,14,20,0,10.198
2023,11,18,14,30,0,10.198
2023,11,18,14,40,0,10.198
2023,11,18,14,50,0,10.198
2023,11,18,15,0,0,10.222
2023,11,18,15,10,0,10.222
2023,11,18,15,20,0,10.247
2023,11,18,15,30,0,10.247
2023,11,18,15,40,0,10.247
2023,11,18,15,50,0,10.247
2023,11,18,16,0,0,10.247
2023,11,18,16,10,0,10.247
2023,11,18,16,20,0,10.271
2023,11,18,16,30,0,10.271
2023,11,18,16,40,0,10.271
2023,11,18,16,50,0,10.271
2023,11,18,17,0,0,10.271
2023,11,18,17,10,0,10.247
2023,11,18,17,20,0,10.271
2023,11,18,17,30,0,10.271
2023,11,18,17,40,0,10.271
2023,11,18,17,50,0,10.271
2023,11,18,18,0,0,10.271
2023,11,18,18,10,0,10.271
2023,11,18,18,20,0,10.271
2023,11,18,18,30,0,10.271
2023,11,18,18,40,0,10.271
2023,11,18,18,50,0,10.271
2023,11,18,19,0,0,10.271
2023,11,18,19,10,0,10.271
2023,11,18,19,20,0,10.271
2023,11,18,19,30,0,10.271
2023,11,18,19,40,0,10.247
2023,11,18,19,50,0,10.247
2023,11,18,20,0,0,10.247
2023,11,18,20,10,0,10.247
2023,11,18,20,20,0,10.247
2023,11,18,20,30,0,10.247
2023,11,18,20,40,0,10.222
2023,11,18,20,50,0,10.247
2023,11,18,21,0,0,10.222
2023,11,18,21,10,0,10.222
2023,11,18,21,20,0,10.222
2023,11,18,21,30,0,10.198
2023,11,18,21,40,0,10.198
2023,11,18,21,50,0,10.198
2023,11,18,22,0,0,10.198
2023,11,18,22,10,0,10.198
2023,11,18,22,20,0,10.198
2023,11,18,22,30,0,10.198
2023,11,18,22,40,0,10.198
2023,11,18,22,50,0,10.198
2023,11,18,23,0,0,10.198
2023,11,18,23,10,0,10.173
2023,11,18,23,20,0,10.198
2023,11,18,23,30,0,10.173
2023,11,18,23,40,0,10.173
2023,11,18,23,50,0,10.173
2023,11,19,0,0,0,10.173
2023,11,19,0,10,0,10.173
2023,11,19,0,20,0,10.198
2023,11,19,0,30,0,10.198
2023,11,19,0,40,0,10.173
2023,11,19,0,50,0,10.173
2023,11,19,1,0,0,10.149
2023,11,19,1,10,0,10.173
2023,11,19,1,20,0,10.173
2023,11,19,1,30,0,10.173
2023,11,19,1,40,0,10.149
2023,11,19,1,50,0,10.198
2023,11,19,2,0,0,10.173
2023,11,19,2,10,0,10.173
2023,11,19,2,20,0,10.173
2023,11,19,2,30,0,10.198
2023,11,19,2,40,0,10.173
2023,11,19,2,50,0,10.173
2023,11,19,3,0,0,10.173
2023,11,19,3,10,0,10.173
2023,11,19,3,20,0,10.173
2023,11,19,3,30,0,10.149
2023,11,19,3,40,0,10.149
2023,11,19,3,50,0,10.149
2023,11,19,4,0,0,10.149
2023,11,19,4,10,0,10.149
2023,11,19,4,20,0,10.149
2023,11,19,4,30,0,10.149
2023,11,19,4,40,0,10.149
2023,11,19,4,50,0,10.149
2023,11,19,5,0,0,10.149
2023,11,19,5,10,0,10.149
2023,11,19,5,20,0,10.124
2023,11,19,5,30,0,10.124
2023,11,19,5,40,0,10.149
2023,11,19,5,50,0,10.149
2023,11,19,6,0,0,10.124
2023,11,19,6,10,0,10.124
2023,11,19,6,20,0,10.124
2023,11,19,6,30,0,10.124
2023,11,19,6,40,0,10.1
2023,11,19,6,50,0,10.1
2023,11,19,7,0,0,10.1
2023,11,19,7,10,0,10.1
2023,11,19,7,20,0,10.1
2023,11,19,7,30,0,10.124
2023,11,19,7,40,0,10.1
2023,11,19,7,50,0,10.1
2023,11,19,8,0,0,10.1
2023,11,19,8,10,0,10.075
2023,11,19,8,20,0,10.1
2023,11,19,8,30,0,10.075
2023,11,19,8,40,0,10.1
2023,11,19,8,50,0,10.075
2023,11,19,9,0,0,10.1
2023,11,19,9,10,0,10.1
2023,11,19,9,20,0,10.1
2023,11,19,9,30,0,10.1
2023,11,19,9,40,0,10.1
2023,11,19,9,50,0,10.1
2023,11,19,10,0,0,10.1
2023,11,19,10,10,0,10.1
2023,11,19,10,20,0,10.075
2023,11,19,10,30,0,10.1
2023,11,19,10,40,0,10.075
2023,11,19,10,50,0,10.075
2023,11,19,11,0,0,10.075
2023,11,19,11,10,0,10.075
2023,11,19,11,20,0,10.1
2023,11,19,11,30,0,10.1
2023,11,19,11,40,0,10.075
2023,11,19,11,50,0,10.075
2023,11,19,12,0,0,10.075
2023,11,19,12,10,0,10.075
2023,11,19,12,20,0,10.075
2023,11,19,12,30,0,10.051
2023,11,19,12,40,0,10.051
2023,11,19,12,50,0,10.051
2023,11,19,13,0,0,10.051
2023,11,19,13,10,0,10.051
2023,11,19,13,20,0,10.051
2023,11,19,13,30,0,10.051
2023,11,19,13,40,0,10.051
2023,11,19,13,50,0,10.051
2023,11,19,14,0,0,10.051
2023,11,19,14,10,0,10.075
2023,11,19,14,20,0,10.075
2023,11,19,14,30,0,10.075
2023,11,19,14,40,0,10.051
2023,11,19,14,50,0,10.051
2023,11,19,15,0,0,10.075
2023,11,19,15,10,0,10.075
2023,11,19,15,20,0,10.075
2023,11,19,15,30,0,10.1
2023,11,19,15,40,0,10.075
2023,11,19,15,50,0,10.075
2023,11,19,16,0,0,10.075
2023,11,19,16,10,0,10.075
2023,11,19,16,20,0,10.051
2023,11,19,16,30,0,10.1
2023,11,19,16,40,0,10.075
2023,11,19,16,50,0,10.1
2023,11,19,17,0,0,10.075
2023,11,19,17,10,0,10.075
2023,11,19,17,20,0,10.075
2023,11,19,17,30,0,10.075
2023,11,19,17,40,0,10.075
2023,11,19,17,50,0,10.075
2023,11,19,18,0,0,10.075
2023,11,19,18,10,0,10.075
2023,11,19,18,20,0,10.075
2023,11,19,18,30,0,10.075
2023,11,19,18,40,0,10.075
2023,11,19,18,50,0,10.1
2023,11,19,19,0,0,10.1
2023,11,19,19,10,0,10.1
2023,11,19,19,20,0,10.1
2023,11,19,19,30,0,10.075
2023,11,19,19,40,0,10.075
2023,11,19,19,50,0,10.1
2023,11,19,20,0,0,10.075
2023,11,19,20,10,0,10.075
2023,11,19,20,20,0,10.075
2023,11,19,20,30,0,10.075
2023,11,19,20,40,0,10.075
2023,11,19,20,50,0,10.051
2023,11,19,21,0,0,10.051
2023,11,19,21,10,0,10.051
2023,11,19,21,20,0,10.051
2023,11,19,21,30,0,10.026
2023,11,19,21,40,0,10.026
2023,11,19,21,50,0,10.026
2023,11,19,22,0,0,10.001
2023,11,19,22,10,0,10.001
2023,11,19,22,20,0,10.001
2023,11,19,22,30,0,9.977
2023,11,19,22,40,0,9.977
2023,11,19,22,50,0,9.977
2023,11,19,23,0,0,9.977
2023,11,19,23,10,0,9.977
2023,11,19,23,20,0,9.952
2023,11,19,23,30,0,9.952
2023,11,19,23,40,0,9.977
2023,11,19,23,50,0,9.952
2023,11,20,0,0,0,9.952
2023,11,20,0,10,0,9.977
2023,11,20,0,20,0,9.952
2023,11,20,0,30,0,9.952
2023,11,20,0,40,0,9.952
2023,11,20,0,50,0,9.952
2023,11,20,1,0,0,9.928
2023,11,20,1,10,0,9.928
2023,11,20,1,20,0,9.928
2023,11,20,1,30,0,9.928
2023,11,20,1,40,0,9.952
2023,11,20,1,50,0,9.928
2023,11,20,2,0,0,9.952
2023,11,20,2,10,0,9.928
2023,11,20,2,20,0,9.928
2023,11,20,2,30,0,9.928
2023,11,20,2,40,0,9.903
2023,11,20,2,50,0,9.928
2023,11,20,3,0,0,9.928
2023,11,20,3,10,0,9.903
2023,11,20,3,20,0,9.928
2023,11,20,3,30,0,9.928
2023,11,20,3,40,0,9.903
2023,11,20,3,50,0,9.903
2023,11,20,4,0,0,9.903
2023,11,20,4,10,0,9.879
2023,11,20,4,20,0,9.903
2023,11,20,4,30,0,9.928
2023,11,20,4,40,0,9.903
2023,11,20,4,50,0,9.928
2023,11,20,5,0,0,9.903
2023,11,20,5,10,0,9.928
2023,11,20,5,20,0,9.928
2023,11,20,5,30,0,9.903
2023,11,20,5,40,0,9.879
2023,11,20,5,50,0,9.903
2023,11,20,6,0,0,9.903
2023,11,20,6,10,0,9.903
2023,11,20,6,20,0,9.903
2023,11,20,6,30,0,9.879
2023,11,20,6,40,0,9.879
2023,11,20,6,50,0,9.903
2023,11,20,7,0,0,9.879
2023,11,20,7,10,0,9.879
2023,11,20,7,20,0,9.879
2023,11,20,7,30,0,9.879
2023,11,20,7,40,0,9.854
2023,11,20,7,50,0,9.879
2023,11,20,8,0,0,9.879
2023,11,20,8,10,0,9.854
2023,11,20,8,20,0,9.879
2023,11,20,8,30,0,9.829
2023,11,20,8,40,0,9.854
2023,11,20,8,50,0,9.829
2023,11,20,9,0,0,9.829
2023,11,20,9,10,0,9.854
2023,11,20,9,20,0,9.829
2023,11,20,9,30,0,9.829
2023,11,20,9,40,0,9.805
2023,11,20,9,50,0,9.829
2023,11,20,10,0,0,9.805
2023,11,20,10,10,0,9.829
2023,11,20,10,20,0,9.805
2023,11,20,10,30,0,9.78
2023,11,20,10,40,0,9.805
2023,11,20,10,50,0,9.805
2023,11,20,11,0,0,9.805
2023,11,20,11,10,0,9.805
2023,11,20,11,20,0,9.78
2023,11,20,11,30,0,9.78
2023,11,20,11,40,0,9.78
2023,11,20,11,50,0,9.756
2023,11,20,12,0,0,9.756
2023,11,20,12,10,0,9.78
2023,11,20,12,20,0,9.78
2023,11,20,12,30,0,9.78
2023,11,20,12,40,0,9.78
2023,11,20,12,50,0,9.756
2023,11,20,13,0,0,9.756
2023,11,20,13,10,0,9.731
2023,11,20,13,20,0,9.756
2023,11,20,13,30,0,9.756
2023,11,20,13,40,0,9.78
2023,11,20,13,50,0,9.756
2023,11,20,14,0,0,9.78
2023,11,20,14,10,0,9.78
2023,11,20,14,20,0,9.78
2023,11,20,14,30,0,9.78
2023,11,20,14,40,0,9.78
2023,11,20,14,50,0,9.78
2023,11,20,15,0,0,9.756
2023,11,20,15,10,0,9.78
2023,11,20,15,20,0,9.78
2023,11,20,15,30,0,9.756
2023,11,20,15,40,0,9.756
2023,11,20,15,50,0,9.78
2023,11,20,16,0,0,9.756
2023,11,20,16,10,0,9.756
2023,11,20,16,20,0,9.756
2023,11,20,16,30,0,9.78
2023,11,20,16,40,0,9.756
2023,11,20,16,50,0,9.756
2023,11,20,17,0,0,9.756
2023,11,20,17,10,0,9.756
2023,11,20,17,20,0,9.756
2023,11,20,17,30,0,9.756
2023,11,20,17,40,0,9.756
2023,11,20,17,50,0,9.756
2023,11,20,18,0,0,9.731
2023,11,20,18,10,0,9.731
2023,11,20,18,20,0,9.731
2023,11,20,18,30,0,9.731
2023,11,20,18,40,0,9.731
2023,11,20,18,50,0,9.706
2023,11,20,19,0,0,9.706
2023,11,20,19,10,0,9.706
2023,11,20,19,20,0,9.706
2023,11,20,19,30,0,9.682
2023,11,20,19,40,0,9.706
2023,11,20,19,50,0,9.682
2023,11,20,20,0,0,9.682
2023,11,20,20,10,0,9.682
2023,11,20,20,20,0,9.682
2023,11,20,20,30,0,9.682
2023,11,20,20,40,0,9.657
2023,11,20,20,50,0,9.682
2023,11,20,21,0,0,9.657
2023,11,20,21,10,0,9.657
2023,11,20,21,20,0,9.657
2023,11,20,21,30,0,9.657
2023,11,20,21,40,0,9.657
2023,11,20,21,50,0,9.632
2023,11,20,22,0,0,9.608
2023,11,20,22,10,0,9.608
2023,11,20,22,20,0,9.608
2023,11,20,22,30,0,9.608
2023,11,20,22,40,0,9.608
2023,11,20,22,50,0,9.608
2023,11,20,23,0,0,9.608
2023,11,20,23,10,0,9.608
2023,11,20,23,20,0,9.583
2023,11,20,23,30,0,9.583
2023,11,20,23,40,0,9.583
2023,11,20,23,50,0,9.558
2023,11,21,0,0,0,9.558
2023,11,21,0,10,0,9.558
2023,11,21,0,20,0,9.534
2023,11,21,0,30,0,9.534
2023,11,21,0,40,0,9.534
2023,11,21,0,50,0,9.534
2023,11,21,1,0,0,9.509
2023,11,21,1,10,0,9.509
2023,11,21,1,20,0,9.509
2023,11,21,1,30,0,9.509
2023,11,21,1,40,0,9.509
2023,11,21,1,50,0,9.485
2023,11,21,2,0,0,9.485
2023,11,21,2,10,0,9.46
2023,11,21,2,20,0,9.46
2023,11,21,2,30,0,9.46
2023,11,21,2,40,0,9.46
2023,11,21,2,50,0,9.46
2023,11,21,3,0,0,9.46
2023,11,21,3,10,0,9.435
2023,11,21,3,20,0,9.435
2023,11,21,3,30,0,9.435
2023,11,21,3,40,0,9.41
2023,11,21,3,50,0,9.41
2023,11,21,4,0,0,9.41
2023,11,21,4,10,0,9.41
2023,11,21,4,20,0,9.41
2023,11,21,4,30,0,9.386
2023,11,21,4,40,0,9.386
2023,11,21,4,50,0,9.361
2023,11,21,5,0,0,9.336
2023,11,21,5,10,0,9.336
2023,11,21,5,20,0,9.312
2023,11,21,5,30,0,9.312
2023,11,21,5,40,0,9.312
2023,11,21,5,50,0,9.287
2023,11,21,6,0,0,9.287
2023,11,21,6,10,0,9.287
2023,11,21,6,20,0,9.287
2023,11,21,6,30,0,9.262
2023,11,21,6,40,0,9.262
2023,11,21,6,50,0,9.262
2023,11,21,7,0,0,9.262
2023,11,21,7,10,0,9.287
2023,11,21,7,20,0,9.287
2023,11,21,7,30,0,9.262
2023,11,21,7,40,0,9.287
2023,11,21,7,50,0,9.287
2023,11,21,8,0,0,9.287
2023,11,21,8,10,0,9.312
2023,11,21,8,20,0,9.336
2023,11,21,8,30,0,9.336
2023,11,21,8,40,0,9.312
2023,11,21,8,50,0,9.312
2023,11,21,9,0,0,9.312
2023,11,21,9,10,0,9.287
2023,11,21,9,20,0,9.287
2023,11,21,9,30,0,9.287
2023,11,21,9,40,0,9.287
2023,11,21,9,50,0,9.287
2023,11,21,10,0,0,9.287
2023,11,21,10,10,0,9.262
2023,11,21,10,20,0,9.287
2023,11,21,10,30,0,9.287
2023,11,21,10,40,0,9.262
2023,11,21,10,50,0,9.238
2023,11,21,11,0,0,9.238
2023,11,21,11,10,0,9.238
2023,11,21,11,20,0,9.238
2023,11,21,11,30,0,9.262
2023,11,21,11,40,0,9.238
2023,11,21,11,50,0,9.262
2023,11,21,12,0,0,9.238
2023,11,21,12,10,0,9.238
2023,11,21,12,20,0,9.238
2023,11,21,12,30,0,9.238
2023,11,21,12,40,0,9.213
2023,11,21,12,50,0,9.213
2023,11,21,13,0,0,9.213
2023,11,21,13,10,0,9.238
2023,11,21,13,20,0,9.238
2023,11,21,13,30,0,9.238
2023,11,21,13,40,0,9.238
2023,11,21,13,50,0,9.238
2023,11,21,14,0,0,9.238
2023,11,21,14,10,0,9.238
2023,11,21,14,20,0,9.238
2023,11,21,14,30,0,9.213
2023,11,21,14,40,0,9.213
2023,11,21,14,50,0,9.213
2023,11,21,15,0,0,9.213
2023,11,21,15,10,0,9.213
2023,11,21,15,20,0,9.213
2023,11,21,15,30,0,9.213
2023,11,21,15,40,0,9.213
2023,11,21,15,50,0,9.213
2023,11,21,16,0,0,9.188
2023,11,21,16,10,0,9.188
2023,11,21,16,20,0,9.188
2023,11,21,16,30,0,9.188
2023,11,21,16,40,0,9.188
2023,11,21,16,50,0,9.163
2023,11,21,17,0,0,9.188
2023,11,21,17,10,0,9.163
2023,11,21,17,20,0,9.163
2023,11,21,17,30,0,9.163
2023,11,21,17,40,0,9.163
2023,11,21,17,50,0,9.139
2023,11,21,18,0,0,9.139
2023,11,21,18,10,0,9.139
2023,11,21,18,20,0,9.139
2023,11,21,18,30,0,9.114
2023,11,21,18,40,0,9.114
2023,11,21,18,50,0,9.089
2023,11,21,19,0,0,9.089
2023,11,21,19,10,0,9.089
2023,11,21,19,20,0,9.089
2023,11,21,19,30,0,9.089
2023,11,21,19,40,0,9.089
2023,11,21,19,50,0,9.089
2023,11,21,20,0,0,9.089
2023,11,21,20,10,0,9.064
2023,11,21,20,20,0,9.064
2023,11,21,20,30,0,9.064
2023,11,21,20,40,0,9.064
2023,11,21,20,50,0,9.064
2023,11,21,21,0,0,9.04
2023,11,21,21,10,0,9.04
2023,11,21,21,20,0,9.04
2023,11,21,21,30,0,9.04
2023,11,21,21,40,0,9.015
2023,11,21,21,50,0,9.015
2023,11,21,22,0,0,9.015
2023,11,21,22,10,0,9.015
2023,11,21,22,20,0,9.015
2023,11,21,22,30,0,9.015
2023,11,21,22,40,0,9.015
2023,11,21,22,50,0,9.04
2023,11,21,23,0,0,9.04
2023,11,21,23,10,0,9.04
2023,11,21,23,20,0,9.04
2023,11,21,23,30,0,9.04
2023,11,21,23,40,0,9.04
2023,11,21,23,50,0,9.015
2023,11,22,0,0,0,9.04
2023,11,22,0,10,0,9.04
2023,11,22,0,20,0,9.04
2023,11,22,0,30,0,9.089
2023,11,22,0,40,0,9.114
2023,11,22,0,50,0,9.089
2023,11,22,1,0,0,9.114
2023,11,22,1,10,0,9.114
2023,11,22,1,20,0,9.139
2023,11,22,1,30,0,9.139
2023,11,22,1,40,0,9.139
2023,11,22,1,50,0,9.139
2023,11,22,2,0,0,9.139
2023,11,22,2,10,0,9.139
2023,11,22,2,20,0,9.139
2023,11,22,2,30,0,9.139
2023,11,22,2,40,0,9.139
2023,11,22,2,50,0,9.139
2023,11,22,3,0,0,9.139
2023,11,22,3,10,0,9.139
2023,11,22,3,20,0,9.163
2023,11,22,3,30,0,9.139
2023,11,22,3,40,0,9.139
2023,11,22,3,50,0,9.139
2023,11,22,4,0,0,9.139
2023,11,22,4,10,0,9.139
2023,11,22,4,20,0,9.139
2023,11,22,4,30,0,9.139
2023,11,22,4,40,0,9.139
2023,11,22,4,50,0,9.139
2023,11,22,5,0,0,9.139
2023,11,22,5,10,0,9.139
2023,11,22,5,20,0,9.139
2023,11,22,5,30,0,9.139
2023,11,22,5,40,0,9.139
2023,11,22,5,50,0,9.139
2023,11,22,6,0,0,9.139
2023,11,22,6,10,0,9.139
2023,11,22,6,20,0,9.139
2023,11,22,6,30,0,9.163
2023,11,22,6,40,0,9.163
2023,11,22,6,50,0,9.163
2023,11,22,7,0,0,9.163
2023,11,22,7,10,0,9.188
2023,11,22,7,20,0,9.188
2023,11,22,7,30,0,9.188
2023,11,22,7,40,0,9.188
2023,11,22,7,50,0,9.213
2023,11,22,8,0,0,9.213
2023,11,22,8,10,0,9.213
2023,11,22,8,20,0,9.213
2023,11,22,8,30,0,9.213
2023,11,22,8,40,0,9.213
2023,11,22,8,50,0,9.213
2023,11,22,9,0,0,9.213
2023,11,22,9,10,0,9.213
2023,11,22,9,20,0,9.213
2023,11,22,9,30,0,9.213
2023,11,22,9,40,0,9.213
2023,11,22,9,50,0,9.238
2023,11,22,10,0,0,9.213
2023,11,22,10,10,0,9.238
2023,11,22,10,20,0,9.213
2023,11,22,10,30,0,9.213
2023,11,22,10,40,0,9.238
2023,11,22,10,50,0,9.238
2023,11,22,11,0,0,9.238
2023,11,22,11,10,0,9.238
2023,11,22,11,20,0,9.238
2023,11,22,11,30,0,9.238
2023,11,22,11,40,0,9.238
2023,11,22,11,50,0,9.238
2023,11,22,12,0,0,9.238
2023,11,22,12,10,0,9.238
2023,11,22,12,20,0,9.238
2023,11,22,12,30,0,9.238
2023,11,22,12,40,0,9.213
2023,11,22,12,50,0,9.213
2023,11,22,13,0,0,9.213
2023,11,22,13,10,0,9.213
2023,11,22,13,20,0,9.213
2023,11,22,13,30,0,9.213
2023,11,22,13,40,0,9.213
2023,11,22,13,50,0,9.213
2023,11,22,14,0,0,9.213
2023,11,22,14,10,0,9.213
2023,11,22,14,20,0,9.213
2023,11,22,14,30,0,9.213
2023,11,22,14,40,0,9.213
2023,11,22,14,50,0,9.213
2023,11,22,15,0,0,9.238
2023,11,22,15,10,0,9.213
2023,11,22,15,20,0,9.238
2023,11,22,15,30,0,9.213
2023,11,22,15,40,0,9.238
2023,11,22,15,50,0,9.238
2023,11,22,16,0,0,9.238
2023,11,22,16,10,0,9.238
2023,11,22,16,20,0,9.238
2023,11,22,16,30,0,9.262
2023,11,22,16,40,0,9.262
2023,11,22,16,50,0,9.238
2023,11,22,17,0,0,9.262
2023,11,22,17,10,0,9.262
2023,11,22,17,20,0,9.238
2023,11,22,17,30,0,9.238
2023,11,22,17,40,0,9.238
2023,11,22,17,50,0,9.238
2023,11,22,18,0,0,9.238
2023,11,22,18,10,0,9.238
2023,11,22,18,20,0,9.238
2023,11,22,18,30,0,9.213
2023,11,22,18,40,0,9.213
2023,11,22,18,50,0,9.238
2023,11,22,19,0,0,9.238
2023,11,22,19,10,0,9.238
2023,11,22,19,20,0,9.238
2023,11,22,19,30,0,9.238
2023,11,22,19,40,0,9.238
2023,11,22,19,50,0,9.238
2023,11,22,20,0,0,9.238
2023,11,22,20,10,0,9.238
2023,11,22,20,20,0,9.238
2023,11,22,20,30,0,9.238
2023,11,22,20,40,0,9.238
2023,11,22,20,50,0,9.238
2023,11,22,21,0,0,9.238
2023,11,22,21,10,0,9.238
2023,11,22,21,20,0,9.238
2023,11,22,21,30,0,9.238
2023,11,22,21,40,0,9.238
2023,11,22,21,50,0,9.213
2023,11,22,22,0,0,9.213
2023,11,22,22,10,0,9.238
2023,11,22,22,20,0,9.213
2023,11,22,22,30,0,9.213
2023,11,22,22,40,0,9.213
2023,11,22,22,50,0,9.213
2023,11,22,23,0,0,9.213
2023,11,22,23,10,0,9.213
2023,11,22,23,20,0,9.213
2023,11,22,23,30,0,9.188
2023,11,22,23,40,0,9.188
2023,11,22,23,50,0,9.188
2023,11,23,0,0,0,9.188
2023,11,23,0,10,0,9.163
2023,11,23,0,20,0,9.188
2023,11,23,0,30,0,9.163
2023,11,23,0,40,0,9.188
2023,11,23,0,50,0,9.163
2023,11,23,1,0,0,9.163
2023,11,23,1,10,0,9.163
2023,11,23,1,20,0,9.163
2023,11,23,1,30,0,9.139
2023,11,23,1,40,0,9.139
2023,11,23,1,50,0,9.139
2023,11,23,2,0,0,9.139
2023,11,23,2,10,0,9.139
2023,11,23,2,20,0,9.139
2023,11,23,2,30,0,9.114
2023,11,23,2,40,0,9.139
2023,11,23,2,50,0,9.114
2023,11,23,3,0,0,9.114
2023,11,23,3,10,0,9.114
2023,11,23,3,20,0,9.114
2023,11,23,3,30,0,9.114
2023,11,23,3,40,0,9.089
2023,11,23,3,50,0,9.114
2023,11,23,4,0,0,9.089
2023,11,23,4,10,0,9.114
2023,11,23,4,20,0,9.114
2023,11,23,4,30,0,9.114
2023,11,23,4,40,0,9.089
2023,11,23,4,50,0,9.089
2023,11,23,5,0,0,9.089
2023,11,23,5,10,0,9.089
2023,11,23,5,20,0,9.089
2023,11,23,5,30,0,9.089
2023,11,23,5,40,0,9.089
2023,11,23,5,50,0,9.089
2023,11,23,6,0,0,9.089
2023,11,23,6,10,0,9.089
2023,11,23,6,20,0,9.089
2023,11,23,6,30,0,9.089
2023,11,23,6,40,0,9.089
2023,11,23,6,50,0,9.089
2023,11,23,7,0,0,9.089
2023,11,23,7,10,0,9.089
2023,11,23,7,20,0,9.089
2023,11,23,7,30,0,9.089
2023,11,23,7,40,0,9.089
2023,11,23,7,50,0,9.064
2023,11,23,8,0,0,9.064
2023,11,23,8,10,0,9.064
2023,11,23,8,20,0,9.064
2023,11,23,8,30,0,9.064
2023,11,23,8,40,0,9.064
2023,11,23,8,50,0,9.064
2023,11,23,9,0,0,9.064
2023,11,23,9,10,0,9.064
2023,11,23,9,20,0,9.064
2023,11,23,9,30,0,9.089
2023,11,23,9,40,0,9.064
2023,11,23,9,50,0,9.064
2023,11,23,10,0,0,9.04
2023,11,23,10,10,0,9.064
2023,11,23,10,20,0,9.064
2023,11,23,10,30,0,9.064
2023,11,23,10,40,0,9.064
2023,11,23,10,50,0,9.064
2023,11,23,11,0,0,9.064
2023,11,23,11,10,0,9.064
2023,11,23,11,20,0,9.04
2023,11,23,11,30,0,9.04
2023,11,23,11,40,0,9.04
2023,11,23,11,50,0,9.064
2023,11,23,12,0,0,9.04
2023,11,23,12,10,0,9.04
2023,11,23,12,20,0,9.04
2023,11,23,12,30,0,9.04
2023,11,23,12,40,0,9.04
2023,11,23,12,50,0,9.04
2023,11,23,13,0,0,9.04
2023,11,23,13,10,0,9.04
2023,11,23,13,20,0,9.04
2023,11,23,13,30,0,9.015
2023,11,23,13,40,0,9.015
2023,11,23,13,50,0,9.04
2023,11,23,14,0,0,9.04
2023,11,23,14,10,0,9.04
2023,11,23,14,20,0,9.04
2023,11,23,14,30,0,9.04
2023,11,23,14,40,0,9.04
2023,11,23,14,50,0,9.04
2023,11,23,15,0,0,9.04
2023,11,23,15,10,0,9.04
2023,11,23,15,20,0,9.04
2023,11,23,15,30,0,9.04
2023,11,23,15,40,0,9.04
2023,11,23,15,50,0,9.04
2023,11,23,16,0,0,9.04
2023,11,23,16,10,0,9.04
2023,11,23,16,20,0,9.04
2023,11,23,16,30,0,9.04
2023,11,23,16,40,0,9.04
2023,11,23,16,50,0,9.04
2023,11,23,17,0,0,9.04
2023,11,23,17,10,0,9.04
2023,11,23,17,20,0,9.04
2023,11,23,17,30,0,9.04
2023,11,23,17,40,0,9.04
2023,11,23,17,50,0,9.04
2023,11,23,18,0,0,9.04
2023,11,23,18,10,0,9.04
2023,11,23,18,20,0,9.04
2023,11,23,18,30,0,9.015
2023,11,23,18,40,0,9.015
2023,11,23,18,50,0,9.015
2023,11,23,19,0,0,9.015
2023,11,23,19,10,0,9.015
2023,11,23,19,20,0,9.015
2023,11,23,19,30,0,9.015
2023,11,23,19,40,0,9.015
2023,11,23,19,50,0,9.015
2023,11,23,20,0,0,9.015
2023,11,23,20,10,0,9.015
2023,11,23,20,20,0,9.015
2023,11,23,20,30,0,9.015
2023,11,23,20,40,0,9.015
2023,11,23,20,50,0,9.015
2023,11,23,21,0,0,9.015
2023,11,23,21,10,0,8.99
2023,11,23,21,20,0,8.99
2023,11,23,21,30,0,8.99
2023,11,23,21,40,0,8.99
2023,11,23,21,50,0,8.99
2023,11,23,22,0,0,8.99
2023,11,23,22,10,0,8.99
2023,11,23,22,20,0,8.99
2023,11,23,22,30,0,8.99
2023,11,23,22,40,0,8.99
2023,11,23,22,50,0,8.99
